;@xsi:type;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];regimeJuridique[1];regime[1];legislature[1];secretariat[1];secretariat[1]/secretaire01[1];secretariat[1]/secretaire02[1];positionPolitique[1]
;OrganeParlementaire_Type;PO695475;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à l'enseignement supérieur et à la recherche;du projet de loi relatif à l'enseignement supérieur et à la recherche;Enseignement supérieur et recherche;CMP_835;;2013-06-24;;2013-07-16;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695608;CNPE;Commission d'enquête relative aux causes du projet de fermeture de l'usine Goodyear d'Amiens-Nord, et à ses conséquences économiques, sociales et environnementales et aux enseignements liés au caractère représentatif qu'on peut tirer de ce cas;de la commission d'enquête relative aux causes du projet de fermeture de l'usine Goodyear d'Amiens-Nord, et à ses conséquences économiques, sociales et environnementales et aux enseignements liés au caractère représentatif qu'on peut tirer de ce cas;Commission d'enquête fermeture Goodyear;CEGDY;;2013-06-26;;2013-12-11;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695593;GE;Sahara occidental;Sahara occidental;Sahara occidental;SAHARA OCC;;;2013-06-26;2017-06-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695599;GE;Vol libre et aviation légère;Vol libre et aviation légère;Vol libre et aviation légère;VOL LIBRE;;;2013-06-26;2017-06-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695575;GE;Déchets ménagers;Déchets ménagers;Déchets ménagers;DÉCHETS;;;2013-06-26;2017-06-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695226;CNPE;Commission d'enquête sur les conditions de la privatisation de la Société nationale maritime Corse Méditerranée;de la commission d'enquête sur les conditions de la privatisation de la Société nationale maritime Corse Méditerranée;Commission d'enquête sur la privatisation de la SNCM;CESNCM;;2013-06-12;;2013-12-13;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO695379;ORGEXTPARL;Conseil consultatif des Terres australes et antarctiques françaises;du Conseil consultatif des Terres australes et antarctiques françaises;TAAF;310;;2013-06-04;;;Article 22 du décret n° 2008-919 du 11/09/2008 pris pour l’application des TAAF;;;;;;
;OrganeParlementaire_Type;PO695581;GE;Oenologie et territoires;Oenologie et territoires;Oenologie et territoires;OENOLOGIE;;;2013-06-26;2017-06-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695563;GE;Accidents domestiques;Accidents domestiques;Accidents domestiques;ACCIDENTS;;;2013-06-26;2017-06-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695587;GE;Région du Kurdistan irakien;Région du Kurdistan irakien;Région du Kurdistan irakien;RÉGION KUR;;;2013-06-26;2017-06-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695569;GE;Action humanitaire;Action humanitaire;Action humanitaire;ACTION HUM;;;2013-06-26;2017-06-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO694660;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions d'adaptation dans le domaine de la justice en application du droit de l'Union européenne et des engagements internationaux de la France;du projet de loi portant diverses dispositions d'adaptation dans le domaine de la justice en application du droit de l'Union européenne et des engagements internationaux de la France;Droit européen justice;736;;2013-05-28;;2013-07-16;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695634;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de séparation et de régulation des activités bancaires;du projet de loi de séparation et de régulation des activités bancaires;Activités bancaires;566;;2013-06-27;;2013-07-18;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695808;CMP;Commission mixte paritaire chargée de proposer un texte commun sur les dispositions restant en discussion du projet de loi de règlement du budget et d'approbation des comptes de l'année 2012;du projet de loi de règlement du budget et d'approbation des comptes de l'année 2012;Règlement du budget 2012;1083;;2013-07-05;;2013-07-16;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695919;MISINFOCOM;Mission d'information commune sur la politique de soutien au sport professionnel et les solidarités avec le sport amateur;de la mission d'information commune sur la politique de soutien au sport professionnel et les solidarités avec le sport amateur;Soutien au sport ;SPORT;;2013-07-08;;2013-07-11;;5ème République;14;;;;
;OrganeParlementaire_Type;PO695928;MISINFOCOM;"Mission d'information commune sur l'exécution des crédits 2012 sur le programme 146 ""Équipement des forces""";"sur l'exécution des crédits 2012 sur le programme 146 ""Équipement des forces""";"Crédits 2012 ""Équipement des forces""";PGME 146;;2013-07-09;;2013-07-11;;5ème République;14;;;;
;OrganeParlementaire_Type;PO696134;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la transparence la vie publique;du projet de loi relatif à la transparence de la vie publique;Transparence ;CMP_1005;;2013-07-16;;2013-07-16;;5ème République;14;;;;
;OrganeExterne_Type;PO695768;MINISTERE;Ministère de l'écologie, du développement durable et de l'énergie;de l'écologie, du développement durable et de l'énergie;Écologie, développement durable et énergie;EDD;;2013-07-03;;2014-03-31;;;;;;;
;OrganeParlementaire_Type;PO696274;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique relatif au procureur de la République financier;du projet de loi organique relatif au procureur de la République financier;Procureur financier;CMP_1019;;2013-07-19;;2013-07-23;;5ème République;14;;;;
;OrganeParlementaire_Type;PO696280;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la lutte contre la fraude fiscale et la grande délinquance économique et financière;du projet de loi relatif à la lutte contre la fraude fiscale et la grande délinquance économique et financière;Lutte contre la fraude fiscale;CMP_1011;;2013-07-19;;2013-07-23;;5ème République;14;;;;
;OrganeExterne_Type;PO695771;MINISTERE;Ministère chargé des transports, de la mer et de la pêche;chargé des transports, de la mer et de la pêche;Transports, mer et pêche;TRA;;2013-07-03;;2014-03-31;;;;;;;
;OrganeParlementaire_Type;PO696408;MISINFOCOM;Mission d'information commune sur la politique d'éducation prioritaire;de la mission d'information commune sur la politique d'éducation prioritaire ;Education prioritaire;EDUCPRIO;;2013-07-23;;2013-07-23;;5ème République;14;;;;
;OrganeParlementaire_Type;PO696167;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique relatif à la transparence de la vie publique;du projet de loi organique relatif à la transparence de la vie publique;Transparence (org);CMP_1004;;2013-07-16;;2013-07-16;;5ème République;14;;;;
;OrganeParlementaire_Type;PO697117;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique interdisant le cumul de fonctions exécutives locales avec le mandat de député et limitant à une seule fonction exécutive locale le cumul avec le mandat de sénateur;du projet de loi organique interdisant le cumul de fonctions exécutives locales avec le mandat de député et limitant à une seule fonction exécutive locale le cumul avec le mandat de sénateur;Cumul mandats député et sénateur;885;;2013-09-23;;2013-10-11;;5ème République;14;;;;
;OrganeParlementaire_Type;PO697334;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à l'indépendance de l'audiovisuel public;du projet de loi relatif à l'indépendance de l'audiovisuel public;Audiovisuel public;1114;;2013-10-02;;2013-10-31;;5ème République;14;;;;
;OrganeParlementaire_Type;PO697360;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique portant actualisation de la loi organique n° 99-209 du 19 mars 1999 relative à la Nouvelle-Calédonie;du projet de loi organique portant actualisation de la loi organique n° 99-209 du 19 mars 1999 relative à la Nouvelle-Calédonie;Nouvelle-Calédonie (org);719-12-13;;2013-10-03;;2013-10-31;;5ème République;14;;;;
;OrganeParlementaire_Type;PO697123;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi interdisant le cumul de fonctions exécutives locales avec le mandat de représentant au Parlement européen;du projet de loi interdisant le cumul de fonctions exécutives locales avec le mandat de représentant au Parlement européen;Cumul mandat européen;886;;2013-09-23;;2013-10-11;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO697215;ORGEXTPARL;Conseil supérieur des programmes;du Conseil supérieur des programmes;Programmes;313;;2013-07-08;;;L. 231-14 et D. 231-34 du code de l'éducation;;;;;;
;OrganeExtraParlementaire_type;PO696474;ORGEXTPARL;Conseil national des professions du spectacle;du Conseil national des professions du spectacle;Professions du spectacle;309;;2013-04-25;;;décret n° 2013-353 du 25 avril 2013;;;;;;
;OrganeParlementaire_Type;PO697328;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique relatif à l'indépendance de l'audiovisuel public;du projet de loi organique relatif à l'indépendance de l'audiovisuel public;Audiovisuel public (organique);1113;;2013-10-02;;2013-10-31;;5ème République;14;;;;
;OrganeParlementaire_Type;PO697534;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi organique portant application de l'article 11 de la Constitution;du projet de loi organique portant application de l'article 11 de la Constitution;Article 11 (organique);770;;2013-10-04;;2013-11-21;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO696836;ORGEXTPARL;Conseil national de la transition écologique;du Conseil national de la transition écologique;Transition écologique;314;;2013-08-16;;;article D. 134-1 et suivants du code de l'environnement;;;;;;
;OrganeParlementaire_Type;PO696881;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi visant à modifier certaines dispositions issues de la loi n°2011-803 du 5 juillet 2011 relative aux droits et à la protection des personnes faisant l'objet de soins psychiatriques et aux modalités de leur prise en charge;de la proposition de loi visant à modifier certaines dispositions issues de la loi n°2011-803 du 5 juillet 2011 relative aux droits et à la protection des personnes faisant l'objet de soins psychiatriques et aux modalités de leur prise en charge;Soins psychiatriques;PSY;;2013-09-13;;2013-09-17;;5ème République;14;;;;
;OrganeParlementaire_Type;PO697366;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions relatives aux outre-mer;du projet de loi portant diverses dispositions relatives aux outre-mer;Outre-mer;718-12-13;;2013-10-03;;2013-10-31;;5ème République;14;;;;
;OrganeParlementaire_Type;PO696970;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi habilitant le Gouvernement à simplifier les relations entre l'administration et les citoyens;du projet de loi habilitant le Gouvernement à simplifier les relations entre l'administration et les citoyens;Relations administration-citoyens;664-12-13;;2013-09-17;;2013-10-30;;5ème République;14;;;;
;OrganeParlementaire_Type;PO697810;CNPS;Commission spéciale pour l'examen de la proposition de loi renforçant la lutte contre le système prostitutionnel;de la commission spéciale pour l'examen de la proposition de loi renforçant la lutte contre le système prostitutionnel;Commission spéciale sur la prostitution;CSPRO;;2013-10-15;;2016-04-14;;5ème République;14;;;;
;OrganeParlementaire_Type;PO698519;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de financement de la sécurité sociale pour 2014;du projet de loi de financement de la sécurité sociale pour 2014;Financement de la sécurité sociale pour 2014;1412;;2013-11-14;;2013-11-19;;5ème République;14;;;;
;OrganeExtraParlementaire_type;PO438189;ORGEXTPARL;Conseil du service militaire adapté;du Conseil du service militaire adapté;Service militaire adapté;289;;2011-07-12;;;Article 3 du décret n° 2011-834 du 12 juillet 2011;;;;;;
;OrganeParlementaire_Type;PO697540;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant application de l'article 11 de la Constitution;du projet de loi portant application de l'article 11 de la Constitution;article 11;771;;2013-10-04;;2013-11-21;;5ème République;14;;;;
;OrganeParlementaire_Type;PO698232;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi garantissant l'avenir et la justice du système des retraites;du projet de loi garantissant l'avenir et la justice du système des retraites;Retraites;1376;;2013-11-06;;2013-11-07;;5ème République;14;;;;
;OrganeExterne_Type;PO717136;PRESREP;Présidence de la République : M. Emmanuel Macron;de la République;Présidence de la République;PRESI;;2017-05-14;;;;;;;;;
;OrganeParlementaire_Type;PO709822;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine de la prévention des risques;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine de la prévention des risques;Prévention des risques;2982;;2015-10-27;;2015-11-18;;5ème République;14;;;;
;OrganeParlementaire_Type;PO709816;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la gratuité et aux modalités de la réutilisation des informations du secteur public;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi relatif à la gratuité et aux modalités de la réutilisation des informations du secteur public;Gratuité et réutilisation des informations du secteur public;3037;;2015-10-27;;2015-11-25;;5ème République;14;;;;
;OrganeParlementaire_Type;PO710669;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de finances pour 2016;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de finances pour 2016;Loi de finances pour 2016;3096;;2015-12-08;;2015-12-11;;5ème République;14;;;;
;OrganeParlementaire_Type;PO712165;MISINFO;État d'avancement de la manœuvre ressources humaines et conséquences des arrêts de la CEDH;de la mission d'information sur l'état d'avancement de la manœuvre ressources humaines et les conséquences des arrêts de la CEDH;Manoeuvre ressources humaines;MANRH;;2014-10-02;;2015-05-06;;5ème République;14;;;;
;OrganeExterne_Type;PO653262;MINISTERE;Ministère chargé des anciens combattants;chargé des anciens combattants;Anciens combattants;ACO;;2012-06-22;;2014-03-31;;;;;;;
;OrganeParlementaire_Type;PO701630;CNPE;Commission d'enquête chargée d'étudier les difficultés du monde associatif dans la période de crise actuelle;de la commission d'enquête chargée d'étudier les difficultés du monde associatif dans la période de crise actuelle, de proposeer des réponses concrètes et d'avenir pour que les associations puissent assurer leurs missions, maintenir et développer les emplois liés à leurs activités, rayonner dans la vie locale et citoyenne et conforter le tissu social;Commission d'enquête sur les difficultés du monde associatif;CEASSOC;;2014-05-29;;2014-11-20;;5ème République;14;;;;
